run,peak_electricity_kw,demand_target,source_columns,source_file,cumulative_avg_peak_kw
181,7.523890476190476,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_181.csv,7.137836706805273
182,6.442157142857143,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_182.csv,7.134014291618744
183,7.780857142857142,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_183.csv,7.137548952008025
184,7.358157142857143,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_184.csv,7.138747909566988
185,7.677057142857143,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_185.csv,7.1416576892063945
186,7.282823809523809,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_186.csv,7.142416646842509
187,8.108190476190476,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_187.csv,7.147581212774851
188,7.4170904761904755,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_188.csv,7.149014772686636
189,8.031657142857142,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_189.csv,7.153684838137274
190,6.845557142857143,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_190.csv,7.152063113425274
191,8.022123809523809,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_191.csv,7.156618405027883
192,6.435557142857142,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_192.csv,7.152862877620745
193,6.395857142857143,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_193.csv,7.148940568114197
194,8.786190476190477,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_194.csv,7.157380000630055
195,6.63292380952381,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_195.csv,7.154690481701305
196,7.073057142857143,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_196.csv,7.154273985074549
197,8.839223809523808,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_197.csv,7.162827029868707
198,6.347190476190476,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_198.csv,7.158707653334978
199,6.350590476190476,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_199.csv,7.154646762997569
200,7.4809238095238095,Dwelling 0,elec_kw_dwelling_0,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_200.csv,7.1562781482302
