ev_penetration,hhp_percentage,mhp_percentage,boiler_percentage,valid_mix,n_dwellings,n_ev_homes,n_hhp_homes,n_mhp_homes,n_boiler_homes,mc_runs_per_pixel,max_demand_mean_kw,max_demand_std_kw,max_demand_p50_kw,max_demand_p90_kw,max_demand_p95_kw,max_demand_max_kw,max_demand_min_kw
0.4,0.25,0.15000000000000002,0.6,True,147,59,37,22,88,500,233.63330078125,9.969595909118652,232.5345916748047,246.23082733154297,250.18808288574218,267.21539306640625,202.0672607421875
0.4,0.25,0.2,0.55,True,147,59,37,29,81,500,249.04469299316406,10.797024726867676,248.26757049560547,262.98541564941405,267.38580322265625,287.28778076171875,220.19483947753906
0.4,0.25,0.25,0.5,True,147,59,37,37,73,500,265.2071838378906,10.912447929382324,264.38059997558594,279.9618438720703,284.22252807617184,302.40216064453125,238.8311004638672
0.4,0.25,0.30000000000000004,0.44999999999999996,True,147,59,37,44,66,500,278.35064697265625,11.23331356048584,277.97265625,292.7808074951172,297.7509201049805,312.33056640625,248.88006591796875
0.4,0.25,0.35000000000000003,0.39999999999999997,True,147,59,37,51,59,500,291.7040710449219,10.743910789489746,291.65736389160156,306.76868896484376,311.2031814575195,327.98291015625,259.12847900390625
0.4,0.25,0.4,0.35,True,147,59,37,59,51,500,308.8023376464844,10.959090232849121,308.0877990722656,322.80316772460935,327.61771697998046,351.67010498046875,277.8966369628906
0.4,0.25,0.45,0.3,True,147,59,37,66,44,500,323.0892639160156,10.953023910522461,321.96263122558594,337.15081481933595,342.07080535888673,366.7366943359375,297.0539855957031
0.4,0.25,0.5,0.25,True,147,59,37,74,36,500,339.0184631347656,11.401260375976562,338.50518798828125,354.6175048828125,358.446809387207,373.3287048339844,307.32275390625
0.4,0.25,0.55,0.19999999999999996,True,147,59,37,81,29,500,353.20367431640625,11.38920783996582,352.7122039794922,368.719775390625,371.92111358642575,390.35614013671875,323.7102966308594
0.4,0.25,0.6000000000000001,0.1499999999999999,True,147,59,37,88,22,500,365.2799377441406,11.262715339660645,365.4141387939453,379.3310089111328,384.5139846801758,401.6982116699219,336.71636962890625
0.4,0.25,0.65,0.09999999999999998,True,147,59,37,96,14,500,382.5226745605469,10.722333908081055,382.02366638183594,396.58636169433595,401.5665069580078,420.3804626464844,357.7310791015625
0.4,0.25,0.7000000000000001,0.04999999999999993,True,147,59,37,103,7,500,397.2123718261719,12.12109088897705,396.528564453125,413.02427062988284,417.30116577148436,432.5726013183594,366.71417236328125
0.4,0.25,0.75,0.0,True,147,59,37,110,0,500,410.924560546875,12.105476379394531,410.6245422363281,426.6007385253906,430.6978515625,450.58892822265625,374.5198669433594
0.4,0.30000000000000004,0.0,0.7,True,147,59,44,0,103,500,200.03147888183594,9.653759002685547,198.57337951660156,213.22661743164062,216.2603736877441,234.9356689453125,173.47787475585938
0.4,0.30000000000000004,0.05,0.6499999999999999,True,147,59,44,7,96,500,213.3533172607422,10.379548072814941,213.01112365722656,226.98724670410155,231.90574951171874,251.1171875,185.3814697265625
0.4,0.30000000000000004,0.1,0.6,True,147,59,44,15,88,500,228.8627471923828,10.374405860900879,227.75847625732422,242.39475708007814,247.77142791748048,267.1172790527344,204.878173828125
0.4,0.30000000000000004,0.15000000000000002,0.5499999999999999,True,147,59,44,22,81,500,243.04673767089844,11.170269012451172,241.77745819091797,257.3587951660156,262.4316192626953,295.72930908203125,218.34739685058594
0.4,0.30000000000000004,0.2,0.49999999999999994,True,147,59,44,29,74,500,256.63409423828125,10.928882598876953,255.88573455810547,271.5838562011719,276.03468017578126,290.58782958984375,227.54713439941406
0.4,0.30000000000000004,0.25,0.44999999999999996,True,147,59,44,37,66,500,271.695556640625,10.959527969360352,270.4512634277344,287.1971710205078,291.3568283081055,312.329345703125,245.95889282226562
0.4,0.30000000000000004,0.30000000000000004,0.3999999999999999,True,147,59,44,44,59,500,286.25921630859375,11.156792640686035,285.3258819580078,300.9635375976563,305.28493194580074,322.0244445800781,257.49395751953125
0.4,0.30000000000000004,0.35000000000000003,0.3499999999999999,True,147,59,44,51,52,500,300.04034423828125,11.284985542297363,298.6749725341797,315.8422332763672,320.89735260009763,350.9456787109375,273.3443603515625
0.4,0.30000000000000004,0.4,0.29999999999999993,True,147,59,44,59,44,500,316.3757629394531,11.927958488464355,315.49407958984375,332.7032775878906,337.11727752685545,353.7314147949219,282.8958740234375
0.4,0.30000000000000004,0.45,0.24999999999999994,True,147,59,44,66,37,500,329.8864440917969,11.520428657531738,328.6402587890625,345.9646362304687,350.29966125488284,374.8639831542969,300.8460388183594
0.4,0.30000000000000004,0.5,0.19999999999999996,True,147,59,44,74,29,500,345.6199645996094,11.299259185791016,344.8021240234375,360.0384033203125,365.57128448486327,383.802978515625,315.55157470703125
0.4,0.30000000000000004,0.55,0.1499999999999999,True,147,59,44,81,22,500,359.9736022949219,11.072402954101562,358.8722381591797,374.6829803466797,378.8869262695312,395.3822937011719,332.5899963378906
0.4,0.30000000000000004,0.6000000000000001,0.09999999999999987,True,147,59,44,88,15,500,374.1756286621094,11.76088809967041,373.8450927734375,389.6692596435547,393.3575271606445,410.53082275390625,348.9988708496094
0.4,0.30000000000000004,0.65,0.04999999999999993,True,147,59,44,96,7,500,389.6616516113281,12.082487106323242,388.8126983642578,404.94947204589846,410.61963653564453,430.4208068847656,352.51226806640625
0.4,0.30000000000000004,0.7000000000000001,0.0,True,147,59,44,103,0,500,403.7901306152344,11.689474105834961,403.0742645263672,419.53248291015626,423.154914855957,460.3766174316406,373.3970947265625
0.4,0.35000000000000003,0.0,0.6499999999999999,True,147,59,51,0,96,500,206.8041534423828,9.776010513305664,205.9918670654297,219.39828338623047,222.67344665527344,242.99160766601562,183.31040954589844
0.4,0.35000000000000003,0.05,0.5999999999999999,True,147,59,51,7,89,500,220.64349365234375,10.60411548614502,219.91607666015625,234.4771484375,239.00029830932615,261.82965087890625,195.16473388671875
0.4,0.35000000000000003,0.1,0.5499999999999999,True,147,59,51,15,81,500,236.84405517578125,10.80093002319336,235.2636947631836,251.95666809082033,256.52265014648435,268.73193359375,209.60784912109375
0.4,0.35000000000000003,0.15000000000000002,0.4999999999999999,True,147,59,51,22,74,500,250.02467346191406,10.532573699951172,249.3730239868164,263.71693420410156,269.15447692871095,284.226318359375,221.5455322265625
0.4,0.35000000000000003,0.2,0.4499999999999999,True,147,59,51,29,67,500,264.1878662109375,10.221708297729492,263.44786071777344,277.41123962402344,280.9278350830078,302.03314208984375,238.5758819580078
0.4,0.35000000000000003,0.25,0.3999999999999999,True,147,59,51,37,59,500,279.99224853515625,12.110986709594727,279.0019073486328,295.89991455078126,302.6558303833008,315.7676086425781,252.75485229492188
0.4,0.35000000000000003,0.30000000000000004,0.34999999999999987,True,147,59,51,44,52,500,292.9612121582031,11.094341278076172,291.56591796875,306.83753662109376,313.30274658203126,340.98760986328125,267.1242980957031
0.4,0.35000000000000003,0.35000000000000003,0.2999999999999999,True,147,59,51,51,45,500,307.4166259765625,11.340335845947266,306.9449768066406,321.47748413085935,327.4373809814453,348.2339782714844,276.49102783203125
0.4,0.35000000000000003,0.4,0.2499999999999999,True,147,59,51,59,37,500,323.9255065917969,11.525314331054688,322.5364227294922,339.6533569335938,343.5102737426758,367.94073486328125,293.68310546875
0.4,0.35000000000000003,0.45,0.1999999999999999,True,147,59,51,66,30,500,338.765625,11.850763320922852,337.7787780761719,353.65541687011716,360.1073974609374,378.41815185546875,303.52557373046875
0.4,0.35000000000000003,0.5,0.1499999999999999,True,147,59,51,74,22,500,353.0992431640625,11.112460136413574,352.0535125732422,366.88926696777344,372.40831146240237,393.2535705566406,325.2616271972656
0.4,0.35000000000000003,0.55,0.09999999999999987,True,147,59,51,81,15,500,367.7773742675781,11.467615127563477,366.9603729248047,383.15138854980466,387.806867980957,415.6781311035156,339.0212707519531
0.4,0.35000000000000003,0.6000000000000001,0.04999999999999982,True,147,59,51,88,8,500,382.0851135253906,12.196954727172852,381.6839904785156,397.48301696777344,402.4844711303711,435.6070861816406,351.2777404785156
0.4,0.35000000000000003,0.65,0.0,True,147,59,51,96,0,500,398.4116516113281,11.635147094726562,397.8002624511719,413.8261993408203,418.1441986083984,441.4918212890625,360.4822082519531
0.4,0.4,0.0,0.6,True,147,59,59,0,88,500,215.89942932128906,10.600822448730469,214.85719299316406,229.10129089355468,235.35828247070313,258.9300537109375,189.97357177734375
0.4,0.4,0.05,0.5499999999999999,True,147,59,59,7,81,500,229.74806213378906,10.501730918884277,228.6005859375,244.33068237304687,248.55068130493163,270.9393310546875,205.25640869140625
