Dwelling ID,Technology,Capacity kW,Flat,Time-of-use,HP Heat Proportion (Flat),HP Heat Proportion (Time-of-use),R(K/W),C(J/K),g(m^2),HTC (1/R),Thermal Constant (R*C),Peak Demand Reduction (Flat -> Time-of-use) [kWh]
EOH0979,HHP,4.0,3.042,0.0,1.0,1.0,0.0057703035536677,76812356.54116093,15.52465491183836,173.3011081131743,443230.61391505133,3.042
EOH0988,HHP,4.0,2.169,0.0,1.0,1.0,0.0109441956078382,18016842.14032427,3.060628477373301,91.37263585491866,197179.84461925106,2.169
EOH0991,HHP,4.0,3.429,0.0,0.9042562771232693,0.8022062160554453,0.0047351736276096,29927971.18909051,2.90581128559598,211.1854978599418,141714.1399024413,3.429
EOH0999,HHP,4.0,2.558,0.0,1.0,1.0,0.0079873712955314,41482013.74958771,2.256792692817922,125.19763549235006,331332.2459042957,2.558
EOH1000,HHP,4.0,2.563,0.0,1.0,1.0,0.0079328660674775,19563210.592590854,3.2603100039894573,126.05784485631446,155192.32948088038,2.563
EOH1003,HHP,4.0,3.429,0.0,0.9886443708996742,0.9218654733928597,0.0039329139090755,176784494.4343851,23.81413093499396,254.26440118417628,695278.1970698735,3.429
EOH1018,HHP,4.0,3.206,0.0,0.9437874817096273,0.9203100757571452,0.0054193832248192,24548851.021194696,7.918345113949314,184.52284300919902,133039.63141284825,3.206
EOH1019,HHP,4.0,2.863,0.0,1.0,0.9729576544685767,0.006619488328533,39651079.18845556,1.0080660976442527e-06,151.06907820798565,262469.8559017193,2.863
EOH1041,HHP,4.0,2.984,0.0,0.9806851884138101,0.9799208234219567,0.0060695370724749,25305111.49125204,7.233564752000948,164.75721097988819,153590.31231926486,2.984
EOH1042,HHP,4.0,3.429,0.0,0.6900098421895469,0.5858211381029617,0.0030862495472677,138135644.46395507,16.638403963742572,324.0178685114151,426321.0701884133,3.429
EOH1045,HHP,4.0,0.0,0.0,1.0,1.0,0.0060886304564681,111906715.88172376,29.99999998989183,164.24054755001197,681358.6386007856,0.0
EOH1046,HHP,4.0,3.429,0.0,0.7953353132473975,0.6900238691652936,0.0044993090211865,20382617.69464573,1.0016981475169148e-06,222.25634987309513,91707.69566891511,3.429
EOH1048,HHP,4.0,3.037,0.0,1.0,0.982334971327056,0.0059090466119031,59065285.13651024,6.8450770949550135,169.23203786980022,349019.5230169863,3.037
EOH1053,HHP,4.0,3.429,0.0,0.541931013926826,0.4628680656389407,0.0025443394578868,68157491.71771652,11.927389606583008,393.02931725570517,173415.79552797892,3.429
EOH1062,HHP,4.0,2.702,0.0,1.0,0.9636837632046695,0.0073029857786761,17349409.345989764,1.00069161414907e-06,136.93029540327026,126702.48972219347,2.702
EOH1070,HHP,4.0,2.343,0.0,1.0,1.0,0.0094403343110381,26996250.531469647,1.2191497791633663,105.9284520073353,254853.63016161343,2.343
EOH1085,HHP,4.0,3.429,0.0,0.7128114795910159,0.6089587367771708,0.0034882656564764,46408939.16901709,4.846204123720495,286.67541365244796,161886.70865678473,3.429
EOH1092,HHP,4.0,3.001,0.0,1.0,0.9635364089729983,0.0060893742584364,61954949.72785015,2.485182016325377,164.22048597432985,377266.8760554919,3.001
EOH1097,HHP,4.0,2.801,0.0,0.9989970979448399,0.941793001556063,0.0068652953013457,17338430.042506013,1.0005593993629706e-06,145.66015824606774,119033.44230352766,2.801
EOH1103,HHP,4.0,3.429,0.0,0.8088395666788745,0.7161361410025574,0.0037639625621462,72892878.70789778,14.054040384394607,265.6774565339468,274366.06650359114,3.429
EOH1109,HHP,4.0,3.429,0.0,0.8747449579855535,0.7615138476011055,0.0046095405333672,32231380.755113635,1.0003146642785415e-06,216.9413616739617,148571.8560370878,3.429
EOH1114,HHP,4.0,3.429,0.0,0.8035028917314645,0.6866311778412181,0.0041316742081125,45974293.98481219,1.0001030196124948e-06,242.03263607680154,189950.8046932302,3.429
EOH1135,HHP,4.0,3.429,0.0,0.9061426329055836,0.7918641734843908,0.0048065121721165,26870106.292233333,1.014082828864514,208.05106992159347,129151.49295968366,3.429
EOH1147,HHP,4.0,3.429,0.0,0.8209216289730339,0.7073223959499919,0.0041534639824978,30069189.27649646,2.03091410409414,240.762891941252,124891.29464283712,3.429
EOH1154,HHP,4.0,3.429,0.0,0.783880105954093,0.670347385683073,0.0037613433535768,84726414.9019682,7.622534206467807,265.86246082774204,318685.1375639084,3.429
EOH1166,HHP,4.0,2.229,0.0,1.0,1.0,0.0102954996994542,51205418.89684712,4.122767301111545,97.12981683181569,527185.374862916,2.229
EOH1171,HHP,4.0,2.72,0.0,1.0,1.0,0.0070353753544904,22398859.91213446,8.647032272203719,142.1388269442852,157584.3869945138,2.72
EOH1175,HHP,4.0,3.429,0.0,0.7162946009979341,0.6118951434875842,0.0035021844362518,77400420.13417755,5.665875251903684,285.5360756129241,271070.54675326706,3.429
EOH1186,HHP,4.0,3.429,0.0,0.8244314853308714,0.7101266242997992,0.0041542961701422,48237687.27522992,2.895972395977277,240.71466237463045,200393.6395040048,3.429
EOH1191,HHP,4.0,1.976,0.0,1.0,1.0,0.0079760327151448,33453684.50517701,12.50535976809535,125.37561413222534,266827.6820554245,1.976
EOH1207,HHP,4.0,3.429,0.0,0.8562116275143071,0.7464229494388499,0.0041113312551282,75549465.85657865,8.88648742615821,243.23021861900978,310608.88028439257,3.429
EOH1239,HHP,4.0,3.429,0.0,0.8876081077932718,0.7757107003464038,0.0046600038371555,37830889.47319085,1.0247040997267458,214.59209797784357,176292.09010807498,3.429
EOH1242,HHP,4.0,2.755,0.0,1.0,1.0,0.0069995050848912,35597001.51801246,3.0556227868267367,142.8672438796498,249161.39313220794,2.755
EOH1249,HHP,4.0,2.185,0.0,1.0,1.0,0.0107130372715984,110564457.18649752,4.244938735158652,93.34420992365301,1184481.1507529935,2.185
EOH1251,HHP,4.0,3.429,0.0,0.8670158184821544,0.7510123025180334,0.0045394089100156,25260974.01793093,1.0009423466382524e-06,220.29299845485025,114669.89053266823,3.429
EOH1254,HHP,4.0,2.56,0.0,1.0,1.0,0.0080283722515847,20505845.920043048,0.2750103499425577,124.55825024837539,164628.56437974493,2.56
EOH1255,HHP,4.0,3.429,0.0,0.9438102740496821,0.8578658128960421,0.0044215712220435,95660863.93427809,11.08982507960293,226.16394710879135,422971.3230476229,3.429
EOH1260,HHP,4.0,0.0,0.0,1.0,1.0,0.0062738191870215,202409087.96232283,29.9999999898202,159.39254387003632,1269878.0196855434,0.0
EOH1281,HHP,4.0,1.685,0.0,1.0,1.0,0.0209119352187812,14683999.17753535,0.559758372801963,47.8195819534622,307070.83955325565,1.685
EOH1286,HHP,4.0,2.984,0.0,0.9898534876519315,0.9481717578066605,0.0061606875791176,29443713.017869543,1.4001097186567963,162.3195442323064,181393.51707229207,2.984
EOH1302,HHP,4.0,2.543,0.0,1.0,1.0,0.0081292198170095,59249899.0870322,1.018153955241593e-06,123.01303476966015,481655.45381411526,2.543
EOH1304,HHP,4.0,2.758,0.0,1.0,0.9842392880015736,0.007049143380072,23665571.98789078,1.0009141201230237e-06,141.8612086721076,166822.01011405766,2.758
EOH1306,HHP,4.0,2.748,0.0,1.0,1.0,0.0069120590035092,80641301.50261433,8.906306726012891,144.67469092672786,557397.4341058454,2.748
EOH1311,HHP,4.0,3.429,0.0,0.7367574700040982,0.6293439908638043,0.0037480133745175,69416468.10293978,1.1677236396699138,266.80801269252004,260173.85086158576,3.429
EOH1327,HHP,4.0,2.682,0.0,1.0,0.985143707638493,0.0073958396672002,18940635.61577901,1.0009051531317487e-06,135.21115180942857,140081.90420916327,2.682
EOH1328,HHP,4.0,3.373,0.0,0.9388465441532123,0.8349494857614539,0.0051063472765033,70735812.3121734,1.089770581539482e-06,195.83470254784066,361201.62255151523,3.373
EOH1330,HHP,4.0,2.231,0.0,1.0,1.0,0.0102039344462999,16641515.219603537,5.839530391452306,98.00141359812588,169808.93038793656,2.231
EOH1336,HHP,4.0,3.133,0.0,0.9834676021592436,0.9177045534008774,0.0056886396386301,48879578.64884592,2.371824073063605,175.78895193312215,278058.3086213624,3.133
EOH1346,HHP,4.0,3.429,0.0,0.879258933835079,0.7234314980793854,0.0041134955195778,230147002.06522647,1.0008759987196805e-06,243.10224606799565,946708.6618395718,3.429
EOH1349,HHP,4.0,2.755,0.0,1.0,1.0,0.0070612671132434,72961140.29251853,1.002430025789487e-06,141.61764226770305,515198.100492299,2.755
EOH1358,HHP,4.0,2.693,0.0,1.0,1.0,0.0070581854500855,48827091.901945904,13.111128132269004,141.67947372194456,344630.66963230213,2.693
EOH1360,HHP,4.0,3.429,0.0,0.7174260554765579,0.6201176966873571,0.0033774370521063,32534980.38898994,13.461039118332788,296.08249822934863,109884.84825532646,3.429
EOH1366,HHP,4.0,3.429,0.0,0.7437266359605041,0.6352737683098842,0.0038358616529901,92626434.832348,1.0075915955304226e-06,260.6976190657158,355302.18942659016,3.429
EOH1390,HHP,4.0,3.429,0.0,0.6882186692525756,0.5878091272049623,0.0034837418815171,33592897.64904828,1.0001784377319949e-06,287.0476728788299,117028.98446150683,3.429
EOH1392,HHP,4.0,1.889,0.0,1.0,1.0,0.0059762215440375,65512682.77230836,18.41418830822045,167.32980740944987,391518.3061915636,1.889
EOH1401,HHP,4.0,2.684,0.0,1.0,1.0,0.0072664144734459,35082873.989193045,5.325644004001245,137.61945504957924,254926.70332515106,2.684
EOH1404,HHP,4.0,3.429,0.0,0.9169143116163604,0.8296747913920305,0.0049356586790302,29188816.54540034,3.3036199166501965,202.6072030160093,144066.03571292548,3.429
EOH1406,HHP,4.0,2.753,0.0,1.0,1.0,0.0070702875000523,49706833.97851272,1.0003508549785806e-06,141.43696419595426,351441.6069454534,2.753
EOH1409,HHP,4.0,3.429,0.0,0.9128020850845698,0.8227274910176602,0.004830332354338,42042555.59240426,3.714706192680118,207.0250919901868,203079.5165370443,3.429
EOH1412,HHP,4.0,2.542,0.0,1.0,1.0,0.008085256499745,56972519.79294696,1.8219528164742904,123.68191411509814,460637.435962775,2.542
EOH1414,HHP,4.0,2.515,0.0,1.0,1.0,0.0082549610026666,21733260.427359533,1.5535887046119876,121.13927608827832,179407.21728865016,2.515
EOH1415,HHP,4.0,3.082,0.0,1.0,1.0,0.0056610367316676,76232563.5559647,15.09979770507482,176.6460892942175,431555.34243950096,3.082
EOH1416,HHP,4.0,3.429,0.0,0.5650943233332915,0.4826659849200848,0.0027076371665957,83310535.54413804,9.155224528578971,369.3257029919173,225574.7024083003,3.429
EOH1423,HHP,4.0,3.429,0.0,0.7174716533310123,0.6430220030644904,0.0036776662140461,23423947.30433424,15.703004051231666,271.91157157784,86145.45960074624,3.429
EOH1446,HHP,4.0,3.429,0.0,0.8591309295767113,0.7468022724554334,0.0045265845517112,66195014.99393064,1.0003274891864155e-06,220.91711500715624,299637.3322718177,3.429
EOH1457,HHP,4.0,2.993,0.0,1.0,0.971548277549982,0.0061033930040928,51410857.38538057,3.1885289962660126,163.84329164604378,313780.66730034444,2.993
EOH1459,HHP,4.0,3.187,0.0,0.9904208244404465,0.9153932586870978,0.0055331390828347,77143295.21772961,2.942881429122359,180.72923615859784,426844.58174787497,3.187
EOH1472,HHP,4.0,3.429,0.0,0.9044180603231802,0.8243211023756831,0.0047209743151528,43962733.3508087,5.476674156423267,211.82068218213422,207546.93497307927,3.429
EOH1478,HHP,4.0,2.9,0.0,1.0,0.9575374598659648,0.006478536220664,33321207.69364995,1.0001568249618163e-06,154.35585538757823,215872.65095957916,2.9
EOH1484,HHP,4.0,3.429,0.0,0.550290449169198,0.46996703175569604,0.0028210006650333,110321701.94535106,0.0099852254453646,354.4841418845237,311217.5945554408,3.429
EOH1485,HHP,4.0,3.429,0.0,0.8879668770685343,0.7882992512789782,0.0044800744149166,43671332.360722885,5.663137570608602,223.21057808112676,195650.81877459396,3.429
EOH1502,HHP,4.0,3.429,0.0,0.8295537271456029,0.7152853235388102,0.0043240793881378,64198851.14301984,1.0006905675058404e-06,231.26309908723903,277600.92896965897,3.429
EOH1512,HHP,4.0,2.695,0.0,1.0,1.0,0.0072190467328903,40487234.10434465,5.21618790699403,138.52244444463216,292279.235084734,2.695
EOH1521,HHP,4.0,2.467,0.0,1.0,0.9866705509970277,0.0085336067101625,14241034.55595361,2.1567167768577806,117.18374586083515,121527.38804634179,2.467
EOH1530,HHP,4.0,3.176,0.0,0.9622214878333015,0.8854206623915232,0.0055993896187785,49996501.66174627,1.006270122130712e-06,178.5908943800465,279949.89238002413,3.176
EOH1543,HHP,4.0,2.964,0.0,1.0,1.0,0.0062526135343051,170977239.4887227,1.0010117614082415e-06,159.93312148807507,1069054.601685312,2.964
EOH1544,HHP,4.0,3.429,0.0,0.9121242070655626,0.8092760290884916,0.0049440910334882,57994078.492606826,0.0733476394317338,202.26164794026272,286728.00347070827,3.429
EOH1562,HHP,4.0,3.064,0.0,1.0,0.9553560544051828,0.0059256670057636,116697389.23656444,1.000659043004098e-06,168.75737347835275,691509.8690578621,3.064
EOH1566,HHP,4.0,3.324,0.0,0.928786197069513,0.8908855567509414,0.0051528512616955,39967014.52492597,5.875020965464334,194.06731326278546,205944.08122096717,3.324
EOH1578,HHP,4.0,2.872,0.0,0.9962390034079529,0.9823385358579183,0.0065324323752723,21722073.151207216,2.9678964251157884,153.0823348107474,141897.9739109792,2.872
EOH1585,HHP,4.0,1.715,0.0,1.0,1.0,0.0199009860844082,48446842.05100152,1.0013572009008998e-06,50.2487663555259,964139.9294905033,1.715
EOH1588,HHP,4.0,3.429,0.0,0.7354857623985741,0.6256962750366514,0.0037850198036128,130527321.2690991,1.0015758469973537e-06,264.19941027666493,494048.49591607036,3.429
EOH1602,HHP,4.0,2.904,0.0,1.0,0.989292447875403,0.0064182186107134,63761943.40170234,2.606135480594494,155.80647227110384,409238.0917960604,2.904
EOH1614,HHP,4.0,2.522,0.0,1.0,1.0,0.0081011720943789,27943301.826477807,5.508740117405007,123.4389281390359,226373.49698146898,2.522
EOH1628,HHP,4.0,2.972,0.0,1.0,0.959322175880915,0.0062237307692245,96229533.9482725,1.001278486350261e-06,160.67533077504953,598906.7113419971,2.972
EOH1637,HHP,4.0,3.429,0.0,0.812004711191286,0.6942172078510981,0.0044445940936378,22292095.92614524,1.0016475302366908e-06,224.99242426466947,99079.3178881524,3.429
EOH1646,HHP,4.0,2.938,0.0,0.9863984814192889,0.9861620779433773,0.006238772148189,23725124.08064752,6.157613803752952,160.28795029648285,148015.6433266719,2.938
EOH1660,HHP,4.0,3.429,0.0,0.8338238911928024,0.7198477908517081,0.0043511178331933,60361841.29237223,1.000548025258688e-06,229.82599836099973,262641.4840916245,3.429
EOH1662,HHP,4.0,3.429,0.0,0.9156091503950555,0.8070912040151171,0.0049035009409132,28678127.64930965,1.0661019510447407,203.93592497481316,140623.2259120187,3.429
EOH1663,HHP,4.0,3.429,0.0,0.879437325284774,0.8573695333420529,0.0044138734905438,50355111.29851444,20.91325672165404,226.558373760005,222261.09087389545,3.429
EOH1664,HHP,4.0,2.497,0.0,1.0,1.0,0.0082859591331774,25625162.1332036,4.248223988439425,120.68608883140026,212329.04621677005,2.497
EOH1666,HHP,4.0,3.429,0.0,0.868042891531111,0.7815111229747701,0.0038473476944812,72502954.64316767,19.962867617886538,259.9193208959104,278944.0753894662,3.429
EOH1671,HHP,4.0,1.8,0.0,1.0,1.0,0.0169665470577098,9447074.529977595,3.0175153388136664,58.939511769755654,160284.23457055658,1.8
EOH1684,HHP,4.0,0.823,0.0,1.0,1.0,0.0106227606769423,45526291.8676243,10.90182696193774,94.13748745847151,483614.9030183974,0.823
EOH1685,HHP,4.0,2.941,0.0,1.0,1.0,0.0062706026661344,151308402.2829135,3.59653546436782,159.47430466304186,948794.8707637738,2.941
EOH1699,HHP,4.0,2.999,0.0,1.0,1.0,0.0060196769317195,159890028.2744268,7.461494104234823,166.12187187832245,962486.3148155456,2.999
EOH1700,HHP,4.0,2.794,0.0,1.0,0.9780825329405147,0.006895082677227,24600556.60734118,1.0003962751033091e-06,145.03089329193813,169622.87171342038,2.794
EOH1703,HHP,4.0,2.948,0.0,0.9926577508777401,0.9842472610406612,0.0062374057092305,27926572.06013603,4.271497625275603,160.3230648473191,174189.36000712946,2.948
EOH1704,HHP,4.0,2.583,0.0,1.0,1.0,0.0079068890402849,43418364.097831234,1.0022351964685542e-06,126.47199105806195,343304.1872322412,2.583
EOH1705,HHP,4.0,2.771,0.0,1.0,0.9940973700551506,0.0069695256440922,32740672.064575206,1.1660602852799824,143.4817878671071,228186.95355887,2.771
EOH1708,HHP,4.0,2.737,0.0,1.0,0.9981883463314133,0.0071135725488405,33770103.55232829,1.2748346982879202,140.57634095023016,240226.08160134358,2.737
EOH1711,HHP,4.0,2.822,0.0,1.0,0.9888467041447451,0.0067821627951821,65804313.25965666,1.0023225132108603e-06,147.4455907649958,446295.56515215157,2.822
EOH1712,HHP,4.0,3.429,0.0,0.7789513998221942,0.6654465060278117,0.0039997371428159,47820944.72625748,1.003704590951977e-06,250.01642965366935,191271.2088261582,3.429
EOH1718,HHP,4.0,3.161,0.0,0.8986973689857933,0.8038589604098437,0.0056301751868568,15479919.67182342,0.9431602321616088,177.61436666028104,87154.65963083669,3.161
EOH1725,HHP,4.0,2.684,0.0,1.0,1.0,0.0073104060684853,29805688.750498887,3.478219649257708,136.7913068893583,217891.68791703111,2.684
EOH1738,HHP,4.0,3.429,0.0,0.8376452354258597,0.72731997868902,0.0040232868459944,45862154.92548893,8.372579953102433,248.5529961642193,184516.60464067687,3.429
EOH1744,HHP,4.0,2.464,0.0,1.0,1.0,0.0086024543423076,55564528.797309525,0.5262198887784657,116.24589450965351,477991.32203069096,2.464
EOH1747,HHP,4.0,0.742,0.0,1.0,1.0,0.0105815697331313,76003754.62867059,11.1255262519418,94.50393705472277,804239.0295830786,0.742
EOH1753,HHP,4.0,3.429,0.0,0.5812388457524605,0.49645860964707994,0.0028111973058672,77593010.71476793,7.537473719705525,355.720318140928,218129.2626754804,3.429
EOH1760,HHP,4.0,1.937,0.0,1.0,1.0,0.0143316792802397,53448507.08146976,1.002435730035946e-06,69.77549388638529,766006.861499245,1.937
EOH1761,HHP,4.0,3.429,0.0,0.8199725248011136,0.7090232351157605,0.0039416547635237,38518130.53357261,7.803956924729697,253.70055471475013,151825.17269968416,3.429
EOH1764,HHP,4.0,3.429,0.0,0.5337986014525202,0.4558891089461203,0.0026879148539841,121913231.96898362,2.718244232057204,372.03559425172006,327692.3871066403,3.429
EOH1765,HHP,4.0,1.924,0.0,1.0,1.0,0.0143744707816335,17683915.140021835,2.31567907259228,69.56777854233887,254196.92148513012,1.924
EOH1769,HHP,4.0,3.429,0.0,0.8720520826413339,0.7721485326932042,0.0044030002837283,31215680.034638096,5.295039816824239,227.11785954127544,137442.64804928337,3.429
EOH1771,HHP,4.0,3.301,0.0,0.9329781829718573,0.8806140943576269,0.0052141278372465,25916199.886510056,5.427015341502176,191.78662879276172,135130.37926389667,3.301
EOH1775,HHP,4.0,2.591,0.0,1.0,0.970366631438922,0.0077069352371128,12905368.709993651,6.0149621505022886,129.75326368184503,99460.84085898302,2.591
EOH1783,HHP,4.0,2.112,0.0,1.0,1.0,0.0115567171695963,14488289.701202026,3.4448777322441217,86.52976319528048,167437.0663479667,2.112
EOH1794,HHP,4.0,3.429,0.0,0.6316828191204461,0.5395432017723264,0.0031414084539903,67911426.6266352,3.4598147761977742,318.3285505995801,213337.52972745374,3.429
EOH1811,HHP,4.0,2.009,0.0,1.0,1.0,0.0128563890035591,25324902.544813223,4.022846949385013,77.78233839402066,325586.7985933426,2.009
EOH1816,HHP,4.0,2.203,0.0,1.0,1.0,0.0107372389250457,29480327.73509793,1.000053220564081e-06,93.13381279682605,316537.3224803978,2.203
EOH1818,HHP,4.0,3.39,0.0,0.9701669898054913,0.9100238600765346,0.0049383496235197,56846086.61999726,12.181593115116366,202.49680080108868,280725.85045843176,3.39
EOH1834,HHP,4.0,3.429,0.0,0.7526071344295402,0.643355666750442,0.0034565990236982,48021086.96683484,12.20284664093294,289.3017075871602,165989.64232648766,3.429
EOH1837,HHP,4.0,2.833,0.0,0.9990862944162436,0.9877216073615419,0.0066965230408673,22574031.11844369,2.0813113469759865,149.33122665258313,151167.5195099136,2.833
EOH1839,HHP,4.0,3.071,0.0,1.0,1.0,0.0059052123576311,159643071.2936214,1.0049865582118824e-06,169.3419202287848,942726.2374132758,3.071
EOH1847,HHP,4.0,1.939,0.0,1.0,1.0,0.0141973242385332,11866695.940893767,1.1985107595766844,70.43580770564378,168475.32991295462,1.939
EOH1852,HHP,4.0,3.429,0.0,0.8766052877418484,0.7652012080310422,0.0045637144226617,48286157.75494622,1.4579297296781557,219.11975802744664,220364.23456116614,3.429
EOH1870,HHP,4.0,3.429,0.0,0.7935352451037255,0.6809096140448385,0.0037566567787482,98975202.85700414,9.41570897965648,266.19413454460476,371815.8667407428,3.429
EOH1876,HHP,4.0,3.429,0.0,0.7789096870876424,0.6645695889329621,0.0030975518582258,108121855.17599162,29.999999992009805,322.8355959059794,334913.05341521365,3.429
EOH1885,HHP,4.0,3.429,0.0,0.9090421285905067,0.7856617944123065,0.0035795280651864,195624455.17776,20.466996587490726,279.36643652154913,700243.2275455908,3.429
EOH1886,HHP,4.0,3.429,0.0,0.5147144372430347,0.4397028621680123,0.0021960563713951,93716582.16496424,29.99999999754375,455.36171704222915,205806.89736874212,3.429
EOH1888,HHP,4.0,2.679,0.0,1.0,0.9976219982904415,0.0074096615311569,31660813.30330041,0.1815412778150291,134.95893109220955,234595.91037860568,2.679
EOH1891,HHP,4.0,2.992,0.0,0.9821132438707244,0.9109482854084382,0.006156795688211,19682273.58976411,1.0008940300383369e-06,162.42215117107017,121179.73717164891,2.992
EOH1893,HHP,4.0,2.695,0.0,1.0,1.0,0.0071758992000512,40934916.47598168,7.261991518962903,139.3553577219793,293744.8343941596,2.695
EOH1904,HHP,4.0,3.429,0.0,0.47667155970530545,0.4070818045763752,0.002412567274299,113968207.58602913,1.6092536639172488,414.49621349546067,274955.9679325689,3.429
EOH1912,HHP,4.0,2.581,0.0,1.0,1.0,0.0069206129161061,51082109.16479016,13.74902672773699,144.49587227638972,353519.50446778856,2.581
EOH1925,HHP,4.0,2.738,0.0,1.0,1.0,0.0070884198321959,62691264.62242973,2.2482394480501102,141.07516536449464,444382.0034550721,2.738
EOH1927,HHP,4.0,3.212,0.0,0.9846950724733681,0.9002624324288528,0.0054664102017365,57537851.17305262,2.9367764477265634,182.93541155808848,314525.49663837126,3.212
EOH1934,HHP,4.0,2.51,0.0,1.0,1.0,0.0082459978867544,39303641.987885766,2.938962369905947,121.27095031230925,324097.74877385754,2.51
EOH1935,HHP,4.0,2.222,0.0,1.0,1.0,0.0105543436219187,27769014.3326931,1.0002835981134088e-06,94.7477205425881,293083.71930922836,2.222
EOH1940,HHP,4.0,2.464,0.0,1.0,1.0,0.0086169148267312,23617970.61175512,1.0011100033348277e-06,116.05081634297026,203514.04114173446,2.464
EOH1942,HHP,4.0,3.332,0.0,0.9359297093978629,0.8428337306897014,0.0051899423289901,36668492.75378093,1.0028279143764958,192.68036841453454,190307.36268311442,3.332
EOH1944,HHP,4.0,3.32,0.0,0.9379690294193932,0.8373422760840696,0.0052291420266017,30609403.014138494,1.0007208047031804e-06,191.23596087327488,160060.91571042035,3.32
EOH1947,HHP,4.0,2.511,0.0,1.0,1.0,0.0083217635648896,28885994.05231548,1.0009545785410002e-06,120.16683629646793,240382.41284017666,2.511
EOH1960,HHP,4.0,3.237,0.0,0.9503129807356793,0.8709526817649278,0.0054272883597008,32758464.085263044,0.8498867078395317,184.254075649507,177789.63081162484,3.237
EOH1965,HHP,4.0,3.429,0.0,0.8079386437029064,0.696799240208665,0.0038304963859832,67850948.88992779,9.453819104368204,261.0627707832501,259902.8145083992,3.429
EOH1970,HHP,4.0,2.892,0.0,1.0,0.9962978332532907,0.0063010939509512,43481480.65449878,12.131772769588858,158.7026011331004,273980.8947304639,2.892
EOH1977,HHP,4.0,3.429,0.0,0.7385531076822078,0.630972573580465,0.0034626190192538,91400235.09309648,10.516358305186955,288.79873715229047,316484.1923976245,3.429
EOH1980,HHP,4.0,3.429,0.0,0.5459059852279012,0.46685862553393265,0.0027073355164097,36666635.56864022,5.24609785659835,369.36685310660636,99268.88474223085,3.429
EOH1985,HHP,4.0,2.775,0.0,1.0,1.0,0.0068092495276513,27492468.04207369,8.32473545773512,146.8590622122388,187203.07502945873,2.775
EOH1986,HHP,4.0,3.429,0.0,0.8105242209455193,0.7062714931035453,0.0037707533195664,72644704.84680638,12.497621005837342,265.1989974552327,273925.2619500165,3.429
EOH1988,HHP,4.0,3.358,0.0,0.9330051175109371,0.8263218750227251,0.0051395242802561,39642382.043458894,1.0001594596125462e-06,194.57053716850433,203742.9850395454,3.358
EOH1993,HHP,4.0,3.072,0.0,0.9772408304379825,0.9423012254923093,0.0058562278541233,41255803.906081095,3.0882949302358007,170.7583831964311,241603.38797904097,3.072
EOH2007,HHP,4.0,2.915,0.0,0.9893236014144529,0.9617217701560967,0.0063687402595638,21434671.28767346,3.297084358880812,157.01692316597803,136511.8539803222,2.915
EOH2011,HHP,4.0,3.175,0.0,0.9852886869244435,0.9241479291047101,0.0056034871503375,111954002.3553758,1.0003075902101889e-06,178.46030037559194,627332.8136272025,3.175
EOH2012,HHP,4.0,3.429,0.0,0.6179093538707381,0.5280096157457836,0.0026614627810654,109874107.39270392,24.48309279138684,375.7332272742487,292425.8474284642,3.429
EOH2017,HHP,4.0,3.178,0.0,0.9617594096694158,0.8831027379420842,0.0055953313623192,43723751.3245023,1.000128117100125e-06,178.72042516272202,244648.87706423335,3.178
EOH2021,HHP,4.0,2.17,0.0,1.0,1.0,0.0110303626548663,38757834.03404027,1.101399242787268,90.6588506007848,427512.9651125839,2.17
EOH2022,HHP,4.0,2.553,0.0,1.0,1.0,0.0078189398602444,39044316.21554638,9.615614821621586,127.89457623079129,305285.1603737224,2.553
EOH2024,HHP,4.0,3.429,0.0,0.866063711996324,0.7187574778961061,0.0042566403493263,121750951.58209588,1.92373380206399,234.92705935521903,518250.0130732221,3.429
EOH2025,HHP,4.0,2.662,0.0,1.0,1.0,0.007485225763444,64892670.15260123,0.4283246913394591,133.5965048487587,485736.2864849242,2.662
EOH2036,HHP,4.0,2.041,0.0,1.0,1.0,0.0126270300774159,45132558.15231712,0.7640448051078994,79.19518634778197,569890.1692600305,2.041
EOH2038,HHP,4.0,3.429,0.0,0.6248775472079244,0.5337266115874614,0.0030937000059051,58736753.29515757,3.696360483506549,323.2375466565116,181713.89401607538,3.429
EOH2045,HHP,4.0,2.881,0.0,0.9921876436450696,0.9577416889428474,0.0064884072432266,19389263.162355453,3.5524396475184985,154.12102886173233,125805.43554345382,2.881
EOH2049,HHP,4.0,3.429,0.0,0.8899222872626086,0.8730177137700539,0.0046196033827947,42090591.81106349,11.894334920522985,216.4687998377546,194441.84031421982,3.429
EOH2052,HHP,4.0,3.147,0.0,0.9681310743549024,0.8948178625602045,0.0056795682016935,36700485.57609524,0.156351919958614,176.06972299440403,208442.91086470147,3.147
EOH2058,HHP,4.0,3.115,0.0,1.0,0.9676337460242938,0.0056787986264627,84167211.94006258,6.891085199668704,176.09358348085954,477968.64755842235,3.115
EOH2070,HHP,4.0,3.429,0.0,0.5050386195378421,0.43142190821694043,0.0021655037730232,112597241.10548273,29.99999999879286,461.786311553698,243829.7504459258,3.429
EOH2074,HHP,4.0,2.323,0.0,1.0,1.0,0.0092681239535971,65670369.77495188,9.414447307156008,107.89670110226405,608641.1271528106,2.323
EOH2088,HHP,4.0,2.613,0.0,1.0,1.0,0.0077460710408432,47529963.979601294,1.0022431157884095e-06,129.09770575653602,368170.47755471,2.613
