case_index,case_label,peak_demand_kw,segment_id,point_index,path_distance_pct_points,mhp_share_pct,hhp_share_pct,boiler_share_pct,baseline_annual_co2_mean_kg,annual_co2_mean_kg,carbon_saving_kg,carbon_saving_pct,peak_result_csv,co2_result_csv,segment_count_before_selection,segment_selection_method,segment_selection_score_kg
2,40% EV,375.0,1,9,35.24349442955225,34.29566040475339,55.00000000000001,10.704339595246601,292997.63318918104,74958.68917557388,218038.94401360716,74.41662297416069,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,10,36.259836457543194,35.0,54.26729483935994,10.732705160640059,292997.63318918104,74485.6284711198,218512.00471806125,74.57807844371686,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,11,40.9967727727459,37.05639500297442,50.0,12.94360499702558,292997.63318918104,76779.3208626177,216218.31232656335,73.79524195233233,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,12,46.48636987219493,39.32259806410535,45.0,15.67740193589465,292997.63318918104,80974.15859545354,212023.4745937275,72.36354515424682,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,13,51.4899011906641,39.51054926761792,40.0,20.489450732382082,292997.63318918104,90145.40568094584,202852.2275082352,69.23340141019457,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,14,52.97810614864949,40.0,38.594584766859654,21.405415233140346,292997.63318918104,92007.89168179614,200989.7415073849,68.59773552423579,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,15,57.904550629337066,43.36880031690179,35.0,21.63119968309821,292997.63318918104,91003.39362697944,201994.2395622016,68.94057039422538,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,16,62.982339846655194,45.0,30.191348325219167,24.808651674780833,292997.63318918104,96722.43001308321,196275.20317609783,66.98866507545063,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,17,63.18825837648969,45.0760806109664,30.0,24.9239193890336,292997.63318918104,96901.42475354759,196096.20843563345,66.92757422686044,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,18,69.66154089165286,50.0,25.797809574588968,24.202190425411032,292997.63318918104,89815.01940401463,203182.6137851664,69.34616214253738,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,19,70.59821094014275,50.490765384305185,25.0,24.509234615694815,292997.63318918104,90030.63544513067,202966.99774405037,69.27257245555967,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,20,76.56849900126609,53.753331787122434,20.0,26.246668212877566,292997.63318918104,92309.16703435982,200688.46615482122,68.4949103412183,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,21,81.7459420170506,52.409487978603124,15.0,32.590512021396876,292997.63318918104,106860.8305738302,186136.80261535084,63.52843215466082,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,22,85.48745223071784,55.00000000000001,12.300343328129578,32.699656671870414,292997.63318918104,105152.80447229918,187844.82871688186,64.11138092559106,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,23,88.25262496317313,56.534470857671806,10.0,33.465529142328194,292997.63318918104,105738.74752775449,187258.88566142655,63.911398745162664,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
